0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
1.26 , 250
1.26 , 250
1.26 , 250
1.26 , 250
2.52 , 250
2.52 , 250
2.52 , 250
3.79 , 250
3.79 , 250
3.79 , 250
3.79 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
5.05 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
6.31 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
12.62 , 120
12.62 , 120
12.62 , 120
12.62 , 120
12.62 , 120
13.88 , 120
13.88 , 120
13.88 , 120
13.88 , 120
13.88 , 120
12.62 , 120
12.62 , 120
12.62 , 120
12.62 , 120
12.62 , 120
12.62 , 120
12.62 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
12.62 , 120
12.62 , 120
12.62 , 120
13.88 , 120
13.88 , 120
13.88 , 120
13.88 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
13.88 , 120
13.88 , 120
13.88 , 120
13.88 , 120
12.62 , 120
12.62 , 120
12.62 , 120
12.62 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
11.36 , 120
12.62 , 120
12.62 , 120
13.88 , 120
13.88 , 120
15.15 , 120
15.15 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
15.15 , 120
15.15 , 120
15.15 , 100
15.15 , 100
13.88 , 100
13.88 , 100
13.88 , 100
13.88 , 100
12.62 , 100
12.62 , 100
12.62 , 100
12.62 , 100
12.62 , 100
12.62 , 100
13.88 , 100
13.88 , 100
13.88 , 100
13.88 , 100
15.15 , 100
15.15 , 100
16.41 , 100
16.41 , 100
17.67 , 100
17.67 , 100
17.67 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
17.67 , 100
17.67 , 100
17.67 , 100
17.67 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
15.15 , 100
15.15 , 100
15.15 , 100
15.15 , 100
15.15 , 100
15.15 , 100
15.15 , 100
15.15 , 100
15.15 , 100
16.41 , 100
16.41 , 100
16.41 , 100
17.67 , 100
17.67 , 100
17.67 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
17.67 , 100
17.67 , 100
17.67 , 100
17.67 , 100
17.67 , 100
17.67 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
17.67 , 100
17.67 , 100
17.67 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
17.67 , 100
17.67 , 100
17.67 , 100
17.67 , 100
17.67 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
17.67 , 100
17.67 , 100
17.67 , 100
18.93 , 100
18.93 , 100
18.93 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
17.67 , 100
17.67 , 100
17.67 , 100
17.67 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
17.67 , 100
17.67 , 100
17.67 , 100
18.93 , 100
18.93 , 100
18.93 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
18.93 , 100
18.93 , 100
18.93 , 100
18.93 , 100
17.67 , 100
17.67 , 100
17.67 , 100
17.67 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
16.41 , 100
17.67 , 100
17.67 , 100
17.67 , 100
17.67 , 100
18.93 , 100
18.93 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
