0.00 , 0 , -999
0.00 , 0 , -998
0.00 , 0 , -997
0.00 , 0 , -996
0.00 , 0 , -995
0.00 , 0 , -994
0.00 , 0 , -993
0.00 , 0 , -992
0.00 , 0 , -991
0.00 , 0 , -990
0.00 , 0 , -989
0.00 , 0 , -988
0.00 , 0 , -987
0.00 , 0 , -986
0.00 , 0 , -985
0.00 , 0 , -984
0.00 , 0 , -983
0.00 , 0 , -982
0.00 , 0 , -981
0.00 , 0 , -980
0.00 , 0 , -979
0.00 , 0 , -978
0.00 , 0 , -977
0.00 , 0 , -976
0.00 , 0 , -975
0.00 , 0 , -974
0.00 , 0 , -973
0.00 , 0 , -972
0.00 , 0 , -971
0.00 , 0 , -970
0.00 , 0 , -969
0.00 , 0 , -968
0.00 , 0 , -967
0.00 , 0 , -966
0.00 , 0 , -965
0.00 , 0 , -964
0.00 , 0 , -963
0.00 , 0 , -962
0.00 , 0 , -961
0.00 , 0 , -960
0.00 , 0 , -959
0.00 , 0 , -958
0.00 , 0 , -957
0.00 , 0 , -956
0.00 , 0 , -955
0.00 , 0 , -954
0.00 , 0 , -953
0.00 , 0 , -952
0.00 , 0 , -951
0.00 , 0 , -950
0.00 , 0 , -949
0.00 , 0 , -948
0.00 , 0 , -947
0.00 , 0 , -946
0.00 , 0 , -945
0.00 , 0 , -944
0.00 , 0 , -943
0.00 , 0 , -942
0.00 , 0 , -941
0.00 , 0 , -940
0.00 , 0 , -939
0.00 , 0 , -938
0.00 , 0 , -937
0.00 , 0 , -936
0.00 , 0 , -935
0.00 , 0 , -934
0.00 , 0 , -933
0.00 , 0 , -932
0.00 , 0 , -931
0.00 , 0 , -930
0.00 , 0 , -929
0.00 , 0 , -928
0.00 , 0 , -927
0.00 , 0 , -926
0.00 , 0 , -925
0.00 , 0 , -924
0.00 , 0 , -923
0.00 , 0 , -922
0.00 , 0 , -921
0.00 , 0 , -920
0.00 , 0 , -919
0.00 , 0 , -918
0.00 , 0 , -917
0.00 , 0 , -916
0.00 , 0 , -915
0.00 , 0 , -914
0.00 , 0 , -913
0.00 , 0 , -912
0.00 , 0 , -911
0.00 , 0 , -910
0.00 , 0 , -909
0.00 , 0 , -908
0.00 , 0 , -907
0.00 , 0 , -906
0.00 , 0 , -905
0.00 , 0 , -904
0.00 , 0 , -903
0.00 , 0 , -902
0.00 , 0 , -901
0.00 , 0 , -900
0.00 , 0 , -899
0.00 , 0 , -898
0.00 , 0 , -897
0.00 , 0 , -896
0.00 , 0 , -895
0.00 , 0 , -894
0.00 , 0 , -893
0.00 , 0 , -892
0.00 , 0 , -891
0.00 , 0 , -890
0.00 , 0 , -889
0.00 , 0 , -888
0.00 , 0 , -887
0.00 , 0 , -886
0.00 , 0 , -885
0.00 , 0 , -884
0.00 , 0 , -883
0.00 , 0 , -882
0.00 , 0 , -881
0.00 , 0 , -880
0.00 , 0 , -879
0.00 , 0 , -878
0.00 , 0 , -877
0.00 , 0 , -876
0.00 , 0 , -875
0.00 , 0 , -874
0.00 , 0 , -873
0.00 , 0 , -872
0.00 , 0 , -871
0.00 , 0 , -870
0.00 , 0 , -869
0.00 , 0 , -868
0.00 , 0 , -867
0.00 , 0 , -866
0.00 , 0 , -865
0.00 , 0 , -864
0.00 , 0 , -863
0.00 , 0 , -862
0.00 , 0 , -861
0.00 , 0 , -860
0.00 , 0 , -859
0.00 , 0 , -858
0.00 , 0 , -857
0.00 , 0 , -856
0.00 , 0 , -855
0.00 , 0 , -854
0.00 , 0 , -853
0.00 , 0 , -852
0.00 , 0 , -851
0.00 , 0 , -850
0.00 , 0 , -849
0.00 , 0 , -848
0.00 , 0 , -847
0.00 , 0 , -846
0.00 , 0 , -845
0.00 , 0 , -844
0.00 , 0 , -843
0.00 , 0 , -842
0.00 , 0 , -841
0.00 , 0 , -840
0.00 , 0 , -839
0.00 , 0 , -838
0.00 , 0 , -837
0.00 , 0 , -836
0.00 , 0 , -835
0.00 , 0 , -834
0.00 , 0 , -833
0.00 , 0 , -832
0.00 , 0 , -831
0.00 , 0 , -830
0.00 , 0 , -829
0.00 , 0 , -828
0.00 , 0 , -827
0.00 , 0 , -826
0.00 , 0 , -825
0.00 , 0 , -824
0.00 , 0 , -823
0.00 , 0 , -822
0.00 , 0 , -821
0.00 , 0 , -820
0.00 , 0 , -819
0.00 , 0 , -818
0.00 , 0 , -817
0.00 , 0 , -816
0.00 , 0 , -815
0.00 , 0 , -814
0.00 , 0 , -813
0.00 , 0 , -812
0.00 , 0 , -811
0.00 , 0 , -810
0.00 , 0 , -809
0.00 , 0 , -808
0.00 , 0 , -807
0.00 , 0 , -806
0.00 , 0 , -805
0.00 , 0 , -804
0.00 , 0 , -803
0.00 , 0 , -802
0.00 , 0 , -801
0.00 , 0 , -800
0.00 , 0 , -799
0.00 , 0 , -798
0.00 , 0 , -797
0.00 , 0 , -796
0.00 , 0 , -795
0.00 , 0 , -794
0.00 , 0 , -793
0.00 , 0 , -792
0.00 , 0 , -791
0.00 , 0 , -790
0.00 , 0 , -789
0.00 , 0 , -788
0.00 , 0 , -787
0.00 , 0 , -786
0.00 , 0 , -785
0.00 , 0 , -784
0.00 , 0 , -783
0.00 , 0 , -782
0.00 , 0 , -781
0.00 , 0 , -780
0.00 , 0 , -779
0.00 , 0 , -778
0.00 , 0 , -777
0.00 , 0 , -776
0.00 , 0 , -775
0.00 , 0 , -774
0.00 , 0 , -773
0.00 , 0 , -772
0.00 , 0 , -771
0.00 , 0 , -770
0.00 , 0 , -769
0.00 , 0 , -768
0.00 , 0 , -767
0.00 , 0 , -766
0.00 , 0 , -765
0.00 , 0 , -764
0.00 , 0 , -763
0.00 , 0 , -762
0.00 , 0 , -761
0.00 , 0 , -760
0.00 , 0 , -759
0.00 , 0 , -758
0.00 , 0 , -757
0.00 , 0 , -756
0.00 , 0 , -755
0.00 , 0 , -754
